4.000000000000000000e+02 1.702483234284006986e-03
4.040404040404040416e+02 7.705111647259264580e-04
4.080808080808080831e+02 1.496747851641475426e-04
4.121212121212121247e+02 2.407042907457431055e-05
4.161616161616161662e+02 4.775642594928242385e-04
4.202020202020202078e+02 1.480313496831874931e-03
4.242424242424242493e+02 2.898076680167485999e-03
4.282828282828282909e+02 4.520061427813405058e-03
4.323232323232323324e+02 6.098051123281558739e-03
4.363636363636363740e+02 7.388707550287531255e-03
4.404040404040404155e+02 8.191962421200101388e-03
4.444444444444444571e+02 8.380458453666113708e-03
4.484848484848484986e+02 7.917309781474098085e-03
4.525252525252525402e+02 6.861545587675269703e-03
4.565656565656565817e+02 5.362213050743419238e-03
4.606060606060606233e+02 3.643109148567475006e-03
4.646464646464646648e+02 1.980520665422984879e-03
4.686868686868687064e+02 6.764076769729257055e-04
4.727272727272727479e+02 2.947129146486805859e-05
4.767676767676767895e+02 3.066742523308279970e-04
4.808080808080808310e+02 1.717953976286168806e-03
4.848484848484848726e+02 4.396814664612784702e-03
4.888888888888889142e+02 8.388956497605331436e-03
4.929292929292929557e+02 1.365005272152050239e-02
4.969696969696969973e+02 2.005243669966126976e-02
5.010101010101010388e+02 2.739917441314628638e-02
5.050505050505050804e+02 3.544309973217504850e-02
5.090909090909091219e+02 4.390803767592201673e-02
5.131313131313131635e+02 5.250960569794282246e-02
5.171717171717172050e+02 6.097351637310866740e-02
5.212121212121212466e+02 6.905002493921519324e-02
5.252525252525252881e+02 7.652391321027397775e-02
5.292929292929293297e+02 8.322006152998120965e-02
5.333333333333333712e+02 8.900515963598870650e-02
5.373737373737374128e+02 9.378641147887800678e-02
5.414141414141414543e+02 9.750819968977832153e-02
5.454545454545454959e+02 1.001476238743665981e-01
5.494949494949495374e+02 1.017096639984682582e-01
5.535353535353535790e+02 1.022225025403244864e-01
5.575757575757576205e+02 1.017333171120625435e-01
5.616161616161616621e+02 1.003046648988084322e-01
5.656565656565657036e+02 9.801144085451356236e-02
5.696969696969697452e+02 9.493830772717050392e-02
5.737373737373737868e+02 9.117746174826910077e-02
5.777777777777778283e+02 8.682660143366080496e-02
5.818181818181818699e+02 8.198699472452547488e-02
5.858585858585859114e+02 7.676157889590105865e-02
5.898989898989899530e+02 7.125306813246236326e-02
5.939393939393939945e+02 6.556207857288041951e-02
5.979797979797979224e+02 5.978530633737025313e-02
6.020202020202020776e+02 5.401380959475338139e-02
6.060606060606060055e+02 4.833145189075794407e-02
6.101010101010101607e+02 4.281356244843322750e-02
6.141414141414140886e+02 3.752586187028261050e-02
6.181818181818182438e+02 3.252369031772382735e-02
6.222222222222221717e+02 2.785156118111749637e-02
6.262626262626263269e+02 2.354304759706765671e-02
6.303030303030302548e+02 1.962099295155970285e-02
6.343434343434344100e+02 1.609802080986181064e-02
6.383838383838383379e+02 1.297730569268591531e-02
6.424242424242424931e+02 1.025355490464614772e-02
6.464646464646464210e+02 7.914144150170252662e-03
6.505050505050505762e+02 5.940346501701401771e-03
6.545454545454545041e+02 4.308595480304564483e-03
6.585858585858586594e+02 2.991728126980816409e-03
6.626262626262625872e+02 1.960162123764489644e-03
6.666666666666667425e+02 1.182971152985503281e-03
6.707070707070706703e+02 6.288335850328895119e-04
6.747474747474748256e+02 2.668401950031468899e-04
6.787878787878787534e+02 6.715609639766727918e-05
6.828282828282829087e+02 1.539908227077577792e-06
6.868686868686868365e+02 4.372909589804041834e-05
6.909090909090909918e+02 1.697044501269963726e-04
6.949494949494949196e+02 3.578489767839395058e-04
6.989898989898990749e+02 5.890173567637307017e-04
7.030303030303030027e+02 8.465319342001109085e-04
7.070707070707071580e+02 1.116120232077126356e-03
7.111111111111110858e+02 1.385807565808829661e-03
7.151515151515152411e+02 1.645776661334269302e-03
7.191919191919191690e+02 1.888204458874638038e-03
7.232323232323233242e+02 2.107084615771001417e-03
7.272727272727272521e+02 2.298042684629627436e-03
7.313131313131314073e+02 2.458149573683716168e-03
7.353535353535353352e+02 2.585737706907773915e-03
7.393939393939394904e+02 2.680223287693078802e-03
7.434343434343434183e+02 2.741937218033080152e-03
7.474747474747475735e+02 2.771966516971853620e-03
7.515151515151515014e+02 2.772007498177003065e-03
7.555555555555556566e+02 2.744231488406796531e-03
7.595959595959595845e+02 2.691163479689472494e-03
7.636363636363637397e+02 2.615573793794391273e-03
7.676767676767676676e+02 2.520382585833616691e-03
7.717171717171718228e+02 2.408576814405019931e-03
7.757575757575757507e+02 2.283139150119089036e-03
7.797979797979799059e+02 2.146988175667369388e-03
7.838383838383838338e+02 2.002929143008193476e-03
7.878787878787878753e+02 1.853614491985647707e-03
7.919191919191919169e+02 1.701513295779251552e-03
7.959595959595959584e+02 1.548888778685647647e-03
8.000000000000000000e+02 1.397783048036499789e-03
