4.000000000000000000e+02 9.382167075859696251e-05
4.040404040404040416e+02 6.550568752689247729e-05
4.080808080808080831e+02 3.696300250026093544e-05
4.121212121212121247e+02 1.434129820869331137e-05
4.161616161616161662e+02 1.858715539719036344e-06
4.202020202020202078e+02 1.214976626620258015e-06
4.242424242424242493e+02 1.160754130151687055e-05
4.282828282828282909e+02 3.022495045340743220e-05
4.323232323232323324e+02 5.303243594246253841e-05
4.363636363636363740e+02 7.565398652905603964e-05
4.404040404040404155e+02 9.417860427654195000e-05
4.444444444444444571e+02 1.057639129674239068e-04
4.484848484848484986e+02 1.089673396298400685e-04
4.525252525252525402e+02 1.037947751958095239e-04
4.565656565656565817e+02 9.150881145950804589e-05
4.606060606060606233e+02 7.427341747378878630e-05
4.646464646464646648e+02 5.472398901709932153e-05
4.686868686868687064e+02 3.554327784924401438e-05
4.727272727272727479e+02 1.910266467870382176e-05
4.767676767676767895e+02 7.203520821784007528e-06
4.808080808080808310e+02 9.312496785891875162e-07
4.848484848484848726e+02 6.176267856950266280e-07
4.888888888888889142e+02 5.895469286645542762e-06
4.929292929292929557e+02 1.582281820894989867e-05
4.969696969696969973e+02 2.905100913883478664e-05
5.010101010101010388e+02 4.401151433157164553e-05
5.050505050505050804e+02 5.909937637821831681e-05
5.090909090909091219e+02 7.283545615118098540e-05
5.131313131313131635e+02 8.399478293353519255e-05
5.171717171717172050e+02 9.169351525112878212e-05
5.212121212121212466e+02 9.543209870725568396e-05
5.252525252525252881e+02 9.509686154266550919e-05
5.292929292929293297e+02 9.092615255405051781e-05
5.333333333333333712e+02 8.344980925782284273e-05
5.373737373737374128e+02 7.341199494903367603e-05
5.414141414141414543e+02 6.168727437701795316e-05
5.454545454545454959e+02 4.919849344564014158e-05
5.494949494949495374e+02 3.684303906097149099e-05
5.535353535353535790e+02 2.543184877311799674e-05
5.575757575757576205e+02 1.564348196933570409e-05
5.616161616161616621e+02 7.993866225433236610e-06
5.656565656565657036e+02 2.821061240051657980e-06
5.696969696969697452e+02 2.835089676885648756e-07
5.737373737373737868e+02 3.696892722736008302e-07
5.777777777777778283e+02 2.916799774450787540e-06
5.818181818181818699e+02 7.635967678789194247e-06
5.858585858585859114e+02 1.414154104883833972e-05
5.898989898989899530e+02 2.198217061900772286e-05
5.939393939393939945e+02 3.067165743710444960e-05
5.979797979797979224e+02 3.971788006709638672e-05
6.020202020202020776e+02 4.864849705091676860e-05
6.060606060606060055e+02 5.703251357205760117e-05
6.101010101010101607e+02 6.449717656319192618e-05
6.141414141414140886e+02 7.073999774803205025e-05
6.181818181818182438e+02 7.553598624286388011e-05
6.222222222222221717e+02 7.874039685395312332e-05
6.262626262626263269e+02 8.028746882513424442e-05
6.303030303030302548e+02 8.018574753499736881e-05
6.343434343434344100e+02 7.851065433054542700e-05
6.383838383838383379e+02 7.539500250034345745e-05
6.424242424242424931e+02 7.101815466185609305e-05
6.464646464646464210e+02 6.559448259299197189e-05
6.505050505050505762e+02 5.936172933922474596e-05
6.545454545454545041e+02 5.256979093647988266e-05
6.585858585858586594e+02 4.547033813880665140e-05
6.626262626262625872e+02 3.830759465492560636e-05
6.666666666666667425e+02 3.131048501193992224e-05
6.707070707070706703e+02 2.468626876827139917e-05
6.747474747474748256e+02 1.861569328361825507e-05
6.787878787878787534e+02 1.324962759504647119e-05
6.828282828282829087e+02 8.707086229713539656e-06
6.868686868686868365e+02 5.074513509561710805e-06
6.909090909090909918e+02 2.406174457948882651e-06
6.949494949494949196e+02 7.254855690606771394e-07
6.989898989898990749e+02 2.711502893145217883e-08
7.030303030303030027e+02 2.796851944486788265e-07
7.070707070707071580e+02 1.428918277369177520e-06
7.111111111111110858e+02 3.401077671172347416e-06
7.151515151515152411e+02 6.106571009952787004e-06
7.191919191919191690e+02 9.443595993269445271e-06
7.232323232323233242e+02 1.330172562455284553e-05
7.272727272727272521e+02 1.756534533352325058e-05
7.313131313131314073e+02 2.211687012869842950e-05
7.353535353535353352e+02 2.683968515836087883e-05
7.393939393939394904e+02 3.162076758997373191e-05
7.434343434343434183e+02 3.635296132146532315e-05
7.474747474747475735e+02 4.093688851818903936e-05
7.515151515151515014e+02 4.528249316933299895e-05
7.555555555555556566e+02 4.931022166434130170e-05
7.595959595959595845e+02 5.295185373811333473e-05
7.636363636363637397e+02 5.615100400547081219e-05
7.676767676767676676e+02 5.886331972799066715e-05
7.717171717171718228e+02 6.105640449361363184e-05
7.757575757575757507e+02 6.270950023777704919e-05
7.797979797979799059e+02 6.381296161007079149e-05
7.838383838383838338e+02 6.436755722445535474e-05
7.878787878787878753e+02 6.438363196189665540e-05
7.919191919191919169e+02 6.388016336228900620e-05
7.959595959595959584e+02 6.288374338327388407e-05
8.000000000000000000e+02 6.142751455164819035e-05
